- - - - - System information - - - - -
Page Size: 256 bytes
Number of Frames: 64
TLB Size: 16 entries
Physical Memory Size: 16 KB
- - - - - - - - - - -

Virtual Address: 30338, Physical Address: 130, Value: 29
Virtual Address: 30483, Physical Address: 4294967059, Value: 0
Virtual Address: 51433, Physical Address: 4294967273, Value: 0
Virtual Address: 17416, Physical Address: 4294967048, Value: 0
Virtual Address: 24876, Physical Address: 4294967084, Value: 0
Virtual Address: 34532, Physical Address: 4294967268, Value: 0
Virtual Address: 13051, Physical Address: 4294967291, Value: 0
Virtual Address: 43420, Physical Address: 4294967196, Value: 0
Virtual Address: 28361, Physical Address: 4294967241, Value: 0
Virtual Address: 17462, Physical Address: 4294967094, Value: 0
Virtual Address: 48390, Physical Address: 4294967046, Value: 0
Virtual Address: 12932, Physical Address: 4294967172, Value: 0
Virtual Address: 44191, Physical Address: 4294967199, Value: 0
Virtual Address: 2595, Physical Address: 4294967075, Value: 0
Virtual Address: 51646, Physical Address: 4294967230, Value: 0
Virtual Address: 8893, Physical Address: 4294967229, Value: 0
Virtual Address: 781, Physical Address: 4294967053, Value: 0
Virtual Address: 2441, Physical Address: 4294967177, Value: 0
Virtual Address: 18422, Physical Address: 4294967286, Value: 0
Virtual Address: 14225, Physical Address: 4294967185, Value: 0
Virtual Address: 44090, Physical Address: 4294967098, Value: 0
Virtual Address: 9500, Physical Address: 4294967068, Value: 0
Virtual Address: 58621, Physical Address: 4294967293, Value: 0
Virtual Address: 32120, Physical Address: 4294967160, Value: 48
Virtual Address: 5652, Physical Address: 4294967060, Value: 0
Virtual Address: 11982, Physical Address: 4294967246, Value: 0
Virtual Address: 22663, Physical Address: 4294967175, Value: 0
Virtual Address: 15322, Physical Address: 4294967258, Value: 0
Virtual Address: 32442, Physical Address: 4294967226, Value: 0
Virtual Address: 40382, Physical Address: 4294967230, Value: 0
Virtual Address: 17127, Physical Address: 4294967271, Value: 0
Virtual Address: 27139, Physical Address: 4294967043, Value: 0
Virtual Address: 31909, Physical Address: 4294967205, Value: 0
Virtual Address: 4984, Physical Address: 4294967160, Value: 48
Virtual Address: 16242, Physical Address: 4294967154, Value: 0
Virtual Address: 34844, Physical Address: 4294967068, Value: 0
Virtual Address: 5227, Physical Address: 4294967147, Value: 0
Virtual Address: 63642, Physical Address: 4294967194, Value: 0
Virtual Address: 8629, Physical Address: 4294967221, Value: 1
Virtual Address: 38255, Physical Address: 4294967151, Value: 0
Virtual Address: 3819, Physical Address: 4294967275, Value: 0
Virtual Address: 12600, Physical Address: 4294967096, Value: 27
Virtual Address: 36935, Physical Address: 4294967111, Value: 0
Virtual Address: 41658, Physical Address: 4294967226, Value: 0
Virtual Address: 35693, Physical Address: 4294967149, Value: 1
Virtual Address: 37215, Physical Address: 4294967135, Value: 0
Virtual Address: 39201, Physical Address: 4294967073, Value: 0
Virtual Address: 9622, Physical Address: 4294967190, Value: 0
Virtual Address: 167, Physical Address: 4294967207, Value: 0
Virtual Address: 61873, Physical Address: 4294967217, Value: 0
Virtual Address: 9905, Physical Address: 4294967217, Value: 0
Virtual Address: 59658, Physical Address: 4294967050, Value: 0
Virtual Address: 7316, Physical Address: 4294967188, Value: 0
Virtual Address: 31658, Physical Address: 4294967210, Value: 0
Virtual Address: 13179, Physical Address: 4294967163, Value: 0
Virtual Address: 45486, Physical Address: 4294967214, Value: 0
Virtual Address: 56782, Physical Address: 4294967246, Value: 0
Virtual Address: 58013, Physical Address: 4294967197, Value: 0
Virtual Address: 52328, Physical Address: 12904, Value: 0
Virtual Address: 23148, Physical Address: 4294967148, Value: 1
Virtual Address: 7409, Physical Address: 4294967281, Value: 0
Virtual Address: 45865, Physical Address: 4294967081, Value: 0
Virtual Address: 1954, Physical Address: 4294967202, Value: 0
Virtual Address: 49445, Physical Address: 4294967077, Value: 0
Virtual Address: 43351, Physical Address: 4294967127, Value: 0
Virtual Address: 62886, Physical Address: 4294967206, Value: 0
Virtual Address: 31476, Physical Address: 4294967284, Value: 1
Virtual Address: 24089, Physical Address: 4294967065, Value: 0
Virtual Address: 39070, Physical Address: 4294967198, Value: 0
Virtual Address: 54117, Physical Address: 4294967141, Value: 0
Virtual Address: 25624, Physical Address: 15384, Value: 0
Virtual Address: 57910, Physical Address: 4294967094, Value: 0
Virtual Address: 7065, Physical Address: 4294967193, Value: 0
Virtual Address: 34862, Physical Address: 4294967086, Value: 0
Virtual Address: 17642, Physical Address: 4294967274, Value: 0
Virtual Address: 4408, Physical Address: 4294967096, Value: 27
Virtual Address: 57907, Physical Address: 4294967091, Value: 0
Virtual Address: 25860, Physical Address: 4294967044, Value: 0
Virtual Address: 47118, Physical Address: 4294967054, Value: 0
Virtual Address: 44343, Physical Address: 4294967095, Value: 0
Virtual Address: 10607, Physical Address: 4294967151, Value: 0
Virtual Address: 55876, Physical Address: 4294967108, Value: 1
Virtual Address: 40586, Physical Address: 4294967178, Value: 0
Virtual Address: 29838, Physical Address: 4294967182, Value: 0
Virtual Address: 65418, Physical Address: 4294967178, Value: 0
Virtual Address: 44519, Physical Address: 4294967271, Value: 0
Virtual Address: 19772, Physical Address: 4294967100, Value: 1
Virtual Address: 41775, Physical Address: 4294967087, Value: 0
Virtual Address: 8319, Physical Address: 4294967167, Value: 0
Virtual Address: 43381, Physical Address: 4294967157, Value: 1
Virtual Address: 6073, Physical Address: 4294967225, Value: 0
Virtual Address: 50381, Physical Address: 4294967245, Value: 0
Virtual Address: 38490, Physical Address: 4294967130, Value: 0
Virtual Address: 57333, Physical Address: 4294967285, Value: 1
Virtual Address: 45988, Physical Address: 4294967204, Value: 0
Virtual Address: 6693, Physical Address: 4294967077, Value: 0
Virtual Address: 44875, Physical Address: 4294967115, Value: 0
Virtual Address: 14679, Physical Address: 4294967127, Value: 0
Virtual Address: 18716, Physical Address: 4294967068, Value: 0
Virtual Address: 3233, Physical Address: 4294967201, Value: 0
Virtual Address: 45362, Physical Address: 4294967090, Value: 0
Virtual Address: 34368, Physical Address: 4294967104, Value: 58
Virtual Address: 7495, Physical Address: 4294967111, Value: 0
Virtual Address: 30414, Physical Address: 4294967246, Value: 0
Virtual Address: 62338, Physical Address: 4294967170, Value: 0
Virtual Address: 10057, Physical Address: 4294967113, Value: 0
Virtual Address: 59663, Physical Address: 4294967055, Value: 0
Virtual Address: 55055, Physical Address: 4294967055, Value: 0
Virtual Address: 24496, Physical Address: 4294967216, Value: 37
Virtual Address: 40614, Physical Address: 4294967206, Value: 0
Virtual Address: 52873, Physical Address: 4294967177, Value: 0
Virtual Address: 23218, Physical Address: 4294967218, Value: 0
Virtual Address: 9509, Physical Address: 4294967077, Value: 0
Virtual Address: 57651, Physical Address: 4294967091, Value: 0
Virtual Address: 24617, Physical Address: 4294967081, Value: 0
Virtual Address: 17637, Physical Address: 4294967269, Value: 0
Virtual Address: 42898, Physical Address: 4294967186, Value: 0
Virtual Address: 24648, Physical Address: 4294967112, Value: 0
Virtual Address: 51616, Physical Address: 4294967200, Value: 0
Virtual Address: 62704, Physical Address: 4294967280, Value: 45
Virtual Address: 42298, Physical Address: 4294967098, Value: 0
Virtual Address: 45721, Physical Address: 4294967193, Value: 0
Virtual Address: 27275, Physical Address: 4294967179, Value: 0
Virtual Address: 22103, Physical Address: 4294967127, Value: 0
Virtual Address: 22377, Physical Address: 4294967145, Value: 0
Virtual Address: 37810, Physical Address: 4294967218, Value: 0
Virtual Address: 16944, Physical Address: 4294967088, Value: 0
Virtual Address: 44069, Physical Address: 4294967077, Value: 0
Virtual Address: 37639, Physical Address: 4294967047, Value: 0
Virtual Address: 46473, Physical Address: 4294967177, Value: 0
Virtual Address: 10327, Physical Address: 14935, Value: 21
Virtual Address: 10244, Physical Address: 14852, Value: 0
Virtual Address: 57848, Physical Address: 4294967288, Value: 0
Virtual Address: 49989, Physical Address: 4294967109, Value: 1
Virtual Address: 2483, Physical Address: 4294967219, Value: 0
Virtual Address: 41617, Physical Address: 4294967185, Value: 0
Virtual Address: 13533, Physical Address: 4294967261, Value: 0
Virtual Address: 60061, Physical Address: 4294967197, Value: 0
Virtual Address: 5435, Physical Address: 4294967099, Value: 0
Virtual Address: 52532, Physical Address: 4294967092, Value: 0
Virtual Address: 56617, Physical Address: 4294967081, Value: 0
Virtual Address: 20883, Physical Address: 4294967187, Value: 0
Virtual Address: 56484, Physical Address: 4294967204, Value: 0
Virtual Address: 36930, Physical Address: 4294967106, Value: 0
Virtual Address: 1148, Physical Address: 4294967164, Value: 1
Virtual Address: 34448, Physical Address: 4294967184, Value: 0
Virtual Address: 47268, Physical Address: 4294967204, Value: 0
Virtual Address: 4377, Physical Address: 4294967065, Value: 0
Virtual Address: 24282, Physical Address: 4294967258, Value: 0
Virtual Address: 59958, Physical Address: 4294967094, Value: 0
Virtual Address: 55390, Physical Address: 14430, Value: 54
Virtual Address: 11723, Physical Address: 4294967243, Value: 0
Virtual Address: 21794, Physical Address: 4294967074, Value: 0
Virtual Address: 52116, Physical Address: 4294967188, Value: 0
Virtual Address: 22084, Physical Address: 4294967108, Value: 1
Virtual Address: 17775, Physical Address: 4294967151, Value: 0
Virtual Address: 65471, Physical Address: 4294967231, Value: 0
Virtual Address: 1772, Physical Address: 4294967276, Value: 0
Virtual Address: 42343, Physical Address: 4294967143, Value: 0
Virtual Address: 37588, Physical Address: 4294967252, Value: 0
Virtual Address: 8098, Physical Address: 4294967202, Value: 0
Virtual Address: 15598, Physical Address: 4294967278, Value: 0
Virtual Address: 57147, Physical Address: 4294967099, Value: 0
Virtual Address: 43655, Physical Address: 4294967175, Value: 0
Virtual Address: 49272, Physical Address: 4294967160, Value: 48
Virtual Address: 62316, Physical Address: 4294967148, Value: 1
Virtual Address: 10609, Physical Address: 4294967153, Value: 0
Virtual Address: 33519, Physical Address: 4294967279, Value: 0
Virtual Address: 13377, Physical Address: 4294967105, Value: 0
Virtual Address: 11245, Physical Address: 4294967277, Value: 0
Virtual Address: 34306, Physical Address: 4294967042, Value: 0
Virtual Address: 21390, Physical Address: 4294967182, Value: 0
Virtual Address: 59346, Physical Address: 4294967250, Value: 0
Virtual Address: 21645, Physical Address: 4294967181, Value: 1
Virtual Address: 58264, Physical Address: 4294967192, Value: 0
Virtual Address: 1006, Physical Address: 4294967278, Value: 0
Virtual Address: 35009, Physical Address: 4294967233, Value: 0
Virtual Address: 64138, Physical Address: 4294967178, Value: 0
Virtual Address: 18944, Physical Address: 4294967040, Value: 0
Virtual Address: 57251, Physical Address: 4294967203, Value: 0
Virtual Address: 13857, Physical Address: 4294967073, Value: 0
Virtual Address: 42065, Physical Address: 4294967121, Value: 0
Virtual Address: 27528, Physical Address: 4294967176, Value: 19
Virtual Address: 50321, Physical Address: 4294967185, Value: 0
Virtual Address: 644, Physical Address: 4294967172, Value: 0
Virtual Address: 40816, Physical Address: 4294967152, Value: 35
Virtual Address: 44021, Physical Address: 4294967285, Value: 1
Virtual Address: 33799, Physical Address: 4294967047, Value: 0
Virtual Address: 13288, Physical Address: 4294967272, Value: 0
Virtual Address: 43225, Physical Address: 13273, Value: 0
Virtual Address: 14542, Physical Address: 4294967246, Value: 0
Virtual Address: 14719, Physical Address: 4294967167, Value: 0
Virtual Address: 20144, Physical Address: 16304, Value: 0
Virtual Address: 11465, Physical Address: 4294967241, Value: 0
Virtual Address: 28731, Physical Address: 4294967099, Value: 0
Virtual Address: 34496, Physical Address: 4294967232, Value: 17
Virtual Address: 15605, Physical Address: 4294967285, Value: 1
Virtual Address: 39995, Physical Address: 4294967099, Value: 0
Virtual Address: 47523, Physical Address: 4294967203, Value: 0
Virtual Address: 17214, Physical Address: 4294967102, Value: 0
Virtual Address: 4448, Physical Address: 4294967136, Value: 0
Virtual Address: 29124, Physical Address: 4294967236, Value: 1
Virtual Address: 1992, Physical Address: 4294967240, Value: 0
Virtual Address: 63867, Physical Address: 4294967163, Value: 0
Virtual Address: 57652, Physical Address: 4294967092, Value: 0
Virtual Address: 53753, Physical Address: 4294967289, Value: 0
Virtual Address: 52532, Physical Address: 4294967092, Value: 0
Virtual Address: 12623, Physical Address: 4294967119, Value: 0
Virtual Address: 27648, Physical Address: 4294967040, Value: 0
Virtual Address: 27445, Physical Address: 4294967093, Value: 0
Virtual Address: 54604, Physical Address: 13644, Value: 0
Virtual Address: 26959, Physical Address: 4294967119, Value: 0
Virtual Address: 52949, Physical Address: 4294967253, Value: 0
Virtual Address: 41286, Physical Address: 4294967110, Value: 0
Virtual Address: 60279, Physical Address: 4294967159, Value: 0
Virtual Address: 63631, Physical Address: 4294967183, Value: 0
Virtual Address: 37540, Physical Address: 4294967204, Value: 0
Virtual Address: 39895, Physical Address: 4294967255, Value: 0
Virtual Address: 9775, Physical Address: 4294967087, Value: 0
Virtual Address: 26224, Physical Address: 4294967152, Value: 35
Virtual Address: 6826, Physical Address: 4294967210, Value: 0
Virtual Address: 10329, Physical Address: 14937, Value: 0
Virtual Address: 34444, Physical Address: 4294967180, Value: 1
Virtual Address: 46770, Physical Address: 4294967218, Value: 0
Virtual Address: 34873, Physical Address: 4294967097, Value: 0
Virtual Address: 52886, Physical Address: 4294967190, Value: 0
Virtual Address: 61656, Physical Address: 14040, Value: 0
Virtual Address: 42501, Physical Address: 4294967045, Value: 0
Virtual Address: 6479, Physical Address: 4294967119, Value: 0
Virtual Address: 61252, Physical Address: 4294967108, Value: 1
Virtual Address: 42900, Physical Address: 4294967188, Value: 0
Virtual Address: 21366, Physical Address: 4294967158, Value: 0
Virtual Address: 58084, Physical Address: 4294967268, Value: 0
Virtual Address: 17381, Physical Address: 4294967269, Value: 0
Virtual Address: 38164, Physical Address: 4294967060, Value: 0
Virtual Address: 15479, Physical Address: 4294967159, Value: 0
Virtual Address: 30102, Physical Address: 4294967190, Value: 0
Virtual Address: 51007, Physical Address: 4294967103, Value: 0
Virtual Address: 33166, Physical Address: 4294967182, Value: 0
